"PassengerId1","PassengerId2","Number_Of_Flights_Together"
"5026","5048","5"
"3093","7605","5"
"2511","2969","5"
"3677","11275","5"
"8363","10346","5"
"6707","6813","5"
"2759","4395","5"
"5754","9994","5"
"1436","3171","5"
"3829","3875","5"
"7602","7629","5"
"1464","2789","5"
"3418","7605","5"
"812","899","5"
"3604","3643","5"
"4627","8402","5"
"8765","11018","5"
"2867","4044","5"
"1424","7903","5"
"4737","11280","5"
"456","493","5"
"1677","8158","5"
"92","3741","5"
"2427","3639","5"
"11214","11239","5"
"139","7720","5"
"12119","12195","5"
"1262","1266","5"
"3332","3343","5"
"938","7624","5"
"6825","6855","5"
"2759","4990","5"
"705","709","5"
"6927","6951","5"
"5409","5446","5"
"10244","13249","5"
"10605","12323","5"
"4007","4029","5"
"2939","4339","5"
"381","773","5"
"2728","8519","5"
"2588","2964","5"
"5490","6876","5"
"972","3547","5"
"1046","4914","5"
"6813","7872","5"
"771","1095","5"
"1860","10022","5"
"1024","1236","5"
"3658","4247","5"
"6747","6777","5"
"3311","3399","5"
"2825","8838","5"
"1534","1560","5"
"2570","2600","5"
"47","7510","5"
"4066","5495","5"
"2635","2700","5"
"9642","9677","5"
"4715","5207","5"
"707","793","5"
"7608","7680","5"
"2527","2571","5"
"126","135","5"
"732","6447","5"
"2783","4011","5"
"75","9402","5"
"7560","10716","5"
"1769","3078","5"
"2939","8485","5"
"3611","10841","5"
"3677","9063","5"
"1240","5021","5"
"2325","2910","5"
"4013","4353","5"
"3920","4593","5"
"4737","5653","5"
"10212","10216","5"
"5911","6876","5"
"3544","4607","5"
"9696","13637","5"
"210","9991","5"
"4034","9645","5"
"9421","9493","5"
"5359","5383","5"
"4171","5740","5"
"5435","5466","5"
"2939","8093","5"
"1343","9828","5"
"11001","11041","5"
"8674","13781","5"
"6322","7074","5"
"802","896","5"
"1272","2760","5"
"4235","5873","5"
"6071","6077","5"
"9645","9699","5"
"3735","7820","5"
"2560","3385","5"
"4860","9618","5"
"1182","1329","5"
"407","2969","5"
"5866","5962","5"
"6591","9862","5"
"274","3180","5"
"275","3123","5"
"5055","11965","5"
"1860","6208","5"
"1053","3477","5"
"1484","2959","5"
"1208","7082","5"
"706","730","5"
"8552","8803","5"
"3453","6968","5"
"724","758","5"
"1617","3991","5"
"2573","2600","5"
"3766","7153","5"
"4016","4083","5"
"205","248","5"
"2443","9212","5"
"4451","7209","5"
"6047","6848","5"
"2926","8209","5"
"4451","11898","5"
"95","5411","5"
"7810","8158","5"
"3950","4497","5"
"3278","8048","5"
"771","772","5"
"1956","1967","5"
"5989","6020","5"
"263","2178","5"
"9068","9522","5"
"724","1053","5"
"4728","8266","5"
"6138","9777","5"
"3367","8621","5"
"915","2511","5"
"13647","13683","5"
"2408","2433","5"
"5734","5744","5"
"2106","2123","5"
"9383","11972","5"
"7243","7505","5"
"7656","10328","5"
"1337","2511","5"
"2525","2595","5"
"4632","4643","5"
"5724","5798","5"
"2432","2465","5"
"5482","7685","5"
"10440","10453","5"
"3418","7662","5"
"726","749","5"
"2886","5787","5"
"2544","2596","5"
"8960","8979","5"
"2101","2196","5"
"8704","9969","5"
"4969","6864","5"
"3127","3191","5"
"4473","6444","5"
"11355","11388","5"
"9271","9522","5"
"5814","5836","5"
"822","4142","5"
"1528","7510","5"
"4404","6030","5"
"1608","3015","5"
"11046","11324","5"
"2974","5043","5"
"5500","6039","5"
"2315","3620","5"
"497","4820","5"
"477","2759","5"
"484","2945","5"
"211","3104","5"
"7162","10350","5"
"3432","7076","5"
"4029","4069","5"
"901","7662","5"
"2178","3198","5"
"3971","3994","5"
"813","833","5"
"4012","4364","5"
"311","3645","5"
"5116","5653","5"
"121","2004","5"
"10250","10270","5"
"3590","8441","5"
"10661","10697","5"
"1808","1865","5"
"5873","7074","5"
"2550","3173","5"
"10714","10764","5"
"2174","7579","5"
"8684","11225","5"
"3861","6092","5"
"8945","8979","5"
"3432","7579","5"
"2522","3149","5"
"6447","8093","5"
"7677","10016","5"
"7903","9524","5"
"9997","11296","5"
"1850","13378","5"
"7560","10767","5"
"10267","10576","5"
"3590","5423","5"
"10313","10396","5"
"700","4850","5"
"2926","7643","5"
"2440","2465","5"
"1198","6084","5"
"6323","6535","5"
"746","759","5"
"6001","12389","5"
"8445","11965","5"
"8529","13404","5"
"5207","8735","5"
"3615","4786","5"
"5423","5431","5"
"2458","6317","5"
"9363","10054","5"
"10764","10785","5"
"2788","12374","5"
"2255","2293","5"
"316","629","5"
"3418","10322","5"
"324","395","5"
"6447","10644","5"
"11553","11879","5"
"5643","8353","5"
"1943","1963","5"
"773","791","5"
"368","2515","5"
"230","271","5"
"4316","6096","5"
"737","746","5"
"1308","1581","5"
"1572","1598","5"
"364","739","5"
"446","2125","5"
"10243","10394","5"
"393","1052","5"
"1033","4972","5"
"3544","5443","5"
"3618","5330","5"
"768","772","5"
"10349","10373","5"
"13637","13694","5"
"2867","5464","5"
"1032","11883","5"
"2767","4034","5"
"288","1343","5"
"763","1023","5"
"2926","6707","5"
"2125","9366","5"
"2024","2354","5"
"1464","2783","5"
"9648","9665","5"
"2702","10757","5"
"9628","9642","5"
"5440","6001","5"
"733","752","5"
"2026","7580","5"
"2544","5434","5"
"740","763","5"
"10513","10565","5"
"761","768","5"
"6857","7898","5"
"3367","7919","5"
"610","624","5"
"701","772","5"
"211","4850","5"
"11101","11187","5"
"5491","6039","5"
"2527","6010","5"
"4339","5432","5"
"739","791","5"
"1464","5421","5"
"928","4012","5"
"6001","6833","5"
"3292","7645","5"
"712","7114","5"
"275","3966","5"
"3670","3963","5"
"479","5396","5"
"11296","11833","5"
"7810","7858","5"
"299","3169","5"
"2411","2472","5"
"8824","9618","5"
"2645","3642","5"
"9537","9592","5"
"222","10778","5"
"5787","5989","5"
"4674","5491","5"
"266","2554","5"
"1747","4917","5"
"1378","7579","5"
"1563","2171","5"
"7319","11767","5"
"1293","1300","5"
"7813","7889","5"
"751","1056","5"
"5538","8803","5"
"4627","5819","5"
"479","486","5"
"13637","13693","5"
"191","5330","5"
"631","3385","5"
"6113","8584","5"
"5458","5466","5"
"1572","3998","5"
"905","4566","5"
"2857","8556","5"
"928","4053","5"
"701","793","5"
"2204","2234","5"
"1464","1484","5"
"4427","6831","5"
"9977","10536","5"
"1871","1872","5"
"1351","2992","5"
"734","749","5"
"2284","3502","5"
"2717","2959","5"
"368","3414","5"
"6052","6100","5"
"2178","2186","5"
"1801","2710","5"
"10267","10548","5"
"752","771","5"
"2346","8169","5"
"2072","2075","5"
"4552","6805","5"
"229","1472","5"
"9618","9664","5"
"7602","7685","5"
"435","10478","5"
"9766","9810","5"
"4650","4778","5"
"355","709","5"
"1353","2930","5"
"4551","5356","5"
"12005","12052","5"
"5456","5500","5"
"2065","9068","5"
"10315","10352","5"
"6899","10357","5"
"9367","11712","5"
"243","254","5"
"12537","12544","5"
"6338","6507","5"
"9919","11353","5"
"1884","5481","5"
"1272","5792","5"
"5443","6077","5"
"3367","5760","5"
"1942","1992","5"
"6293","7060","5"
"8961","13160","5"
"1208","8353","5"
"1381","3041","5"
"5330","9699","5"
"13627","13636","5"
"5423","5500","5"
"5747","10130","5"
"174","3028","5"
"1503","1581","5"
"905","4092","5"
"712","773","5"
"736","4337","5"
"7114","10067","5"
"8958","8961","5"
"746","774","5"
"670","3587","5"
"7253","7279","5"
"2415","2856","5"
"1337","6030","5"
"1966","11883","5"
"4017","4052","5"
"5522","9066","5"
"11871","11883","5"
"649","696","5"
"12542","12557","5"
"819","851","5"
"3998","4300","5"
"752","766","5"
"1808","2773","5"
"5797","5800","5"
"3570","3599","5"
"3021","8562","5"
"3635","3648","5"
"5416","5456","5"
"8501","8579","5"
"218","263","5"
"4670","4677","5"
"1505","3021","5"
"4820","5522","5"
"975","1337","5"
"556","8114","5"
"641","673","5"
"6807","6823","5"
"2759","2939","5"
"5227","9513","5"
"1337","4025","5"
"2857","2886","5"
"3356","7243","5"
"308","376","5"
"3741","10377","5"
"9618","9642","5"
"3910","12299","5"
"3746","3772","5"
"10356","10389","5"
"477","1817","5"
"392","4034","5"
"8988","11123","5"
"366","3463","5"
"191","9700","5"
"53","2062","5"
"1283","1296","5"
"4012","4339","5"
"10328","11062","5"
"451","4395","5"
"3402","3440","5"
"10409","10428","5"
"10365","10512","5"
"6441","8961","5"
"1013","1023","5"
"8363","10368","5"
"10762","10791","5"
"2620","5978","5"
"6084","9441","5"
"2560","4632","5"
"1662","4914","5"
"5668","12170","5"
"4632","4677","5"
"391","4552","5"
"2336","2354","5"
"764","792","5"
"631","3208","5"
"749","1035","5"
"5919","5978","5"
"1569","2939","5"
"2857","3093","5"
"2825","9227","5"
"2717","2969","5"
"3875","12389","5"
"269","5380","5"
"4395","4399","5"
"4645","4673","5"
"10451","10496","5"
"2201","3117","5"
"382","1849","5"
"5779","5789","5"
"2868","2927","5"
"407","930","5"
"5409","5496","5"
"10310","11898","5"
"6827","6878","5"
"3688","5997","5"
"728","7579","5"
"10267","10541","5"
"2251","2975","5"
"229","2502","5"
"732","4321","5"
"5015","6951","5"
"5757","12248","5"
"4945","4967","5"
"1913","1922","5"
"4552","10371","5"
"4399","5468","5"
"2655","2674","5"
"9326","9368","5"
"2294","6874","5"
"5741","5775","5"
"366","772","5"
"2504","9755","5"
"8904","8995","5"
"5509","6813","5"
"366","740","5"
"3021","7747","5"
"4008","4056","5"
"254","280","5"
"2143","5015","5"
"258","8519","5"
"7243","10325","5"
"2941","5432","5"
"3087","3093","5"
"42","5101","5"
"7820","8190","5"
"4013","4059","5"
"3875","11180","5"
"11868","11885","5"
"5096","11948","5"
"2780","5912","5"
"4016","4017","5"
"8836","9537","5"
"2789","4080","5"
"1865","1884","5"
"2545","2600","5"
"9645","9700","5"
"5789","7662","5"
"11450","11633","5"
"975","4388","5"
"8704","12057","5"
"1946","1951","5"
"2776","8289","5"
"1733","6365","5"
"6008","6077","5"
"215","684","5"
"8006","8519","5"
"8017","10616","5"
"4717","4769","5"
"4700","6020","5"
"582","11812","5"
"727","773","5"
"996","7720","5"
"3576","6001","5"
"356","13249","5"
"8039","8873","5"
"3875","12570","5"
"719","774","5"
"2150","4556","5"
"3444","3471","5"
"4380","4387","5"
"4208","4224","5"
"2568","3123","5"
"979","1033","5"
"4574","5378","5"
"10445","10451","5"
"1865","3544","5"
"10819","10899","5"
"5711","5747","5"
"4468","4497","5"
"7951","9954","5"
"4002","4029","5"
"2174","7809","5"
"4046","4361","5"
"3867","4546","5"
"1202","2378","5"
"6876","8485","5"
"1677","3278","5"
"4731","8353","5"
"2437","3678","5"
"7526","10229","5"
"4316","6016","5"
"10967","10988","5"
"6809","6853","5"
"8574","10234","5"
"4432","4487","5"
"211","281","5"
"10340","10812","5"
"399","3947","5"
"1444","6050","5"
"1322","2969","5"
"2588","13571","5"
"4497","10576","5"
"4541","5518","5"
"10349","10371","5"
"7363","7778","5"
"928","1314","5"
"5411","8190","5"
"10989","12005","5"
"2511","2759","5"
"2841","2945","5"
"6017","6071","5"
"23","391","5"
"5509","5584","5"
"4713","11280","5"
"4627","6876","5"
"3332","3367","5"
"3634","3643","5"
"4497","7502","5"
"2773","6069","5"
"5564","7612","5"
"3590","5789","5"
"3463","3493","5"
"6515","10967","5"
"3620","3624","5"
"6848","6880","5"
"3279","7810","5"
"3544","4412","5"
"3471","3491","5"
"1613","5423","5"
"8595","9441","5"
"712","719","5"
"3703","5740","5"
"374","739","5"
"1542","2608","5"
"1484","4395","5"
"2869","5946","5"
"212","276","5"
"6902","8358","5"
"138","12323","5"
"1598","11524","5"
"1506","1569","5"
"11208","11282","5"
"211","1677","5"
"4384","4398","5"
"4235","4802","5"
"2857","9410","5"
"8036","10812","5"
"4617","4645","5"
"1337","11917","5"
"435","1074","5"
"2251","9856","5"
"2509","4656","5"
"3865","3867","5"
"2410","2430","5"
"391","4914","5"
"8353","10310","5"
"11290","13160","5"
"3356","6805","5"
"1617","1662","5"
"165","173","5"
"1371","2511","5"
"3102","6956","5"
"3544","6889","5"
"203","10440","5"
"8961","8993","5"
"5747","11171","5"
"928","2789","5"
"6858","6893","5"
"4614","4682","5"
"4013","4395","5"
"855","3589","5"
"3411","3439","5"
"1200","3910","5"
"6052","8037","5"
"382","3064","5"
"6813","8190","5"
"2427","3654","5"
"2354","6560","5"
"2479","3851","5"
"324","366","5"
"746","749","5"
"1666","4011","5"
"2941","4083","5"
"446","9505","5"
"1026","1035","5"
"1329","8353","5"
"1617","2062","5"
"4017","4042","5"
"827","889","5"
"9234","9279","5"
"747","758","5"
"652","3148","5"
"2088","6585","5"
"9340","9363","5"
"5867","8045","5"
"1337","1369","5"
"6548","9055","5"
"2294","6001","5"
"4451","7837","5"
"5494","6001","5"
"3411","3479","5"
"606","3169","5"
"1332","2988","5"
"2596","5467","5"
"5478","5486","5"
"5789","6813","5"
"3071","3077","5"
"2959","5491","5"
"4982","5497","5"
"2271","5295","5"
"3278","3590","5"
"1342","9057","5"
"5754","9540","5"
"1045","1095","5"
"10714","10776","5"
"5911","5989","5"
"2175","3151","5"
"7099","13296","5"
"3187","5522","5"
"1052","2975","5"
"9956","12195","5"
"6836","6896","5"
"75","7711","5"
"7851","7853","5"
"603","3410","5"
"8590","10784","5"
"2588","13296","5"
"2124","4171","5"
"9610","9679","5"
"4897","5867","5"
"855","9258","5"
"374","772","5"
"4820","7209","5"
"629","4194","5"
"2960","6813","5"
"3116","3145","5"
"5788","6889","5"
"8529","10685","5"
"1043","1053","5"
"1769","9068","5"
"704","761","5"
"3517","3525","5"
"5414","5426","5"
"3910","8590","5"
"2325","2437","5"
"275","3104","5"
"709","768","5"
"719","724","5"
"6084","10465","5"
"5414","5436","5"
"3896","8039","5"
"4384","5592","5"
"5111","7114","5"
"3573","7859","5"
"8562","8679","5"
"746","771","5"
"5009","7832","5"
"92","9834","5"
"1413","10497","5"
"5116","7950","5"
"3798","8818","5"
"2262","4226","5"
"2910","11041","5"
"2065","3702","5"
"2440","2486","5"
"174","1637","5"
"135","8837","5"
"4575","5390","5"
"1484","2939","5"
"191","2945","5"
"4083","4353","5"
"1191","9790","5"
"2926","3590","5"
"2097","8165","5"
"407","4395","5"
"1244","6418","5"
"6447","9376","5"
"2273","2295","5"
"1033","1351","5"
"2857","5411","5"
"4972","5240","5"
"10415","10419","5"
"2174","7098","5"
"1666","4364","5"
"8904","8963","5"
"1157","1920","5"
"382","1007","5"
"7271","7910","5"
"5423","5494","5"
"1505","3090","5"
"8013","8497","5"
"582","3322","5"
"3590","7820","5"
"7363","7379","5"
"6474","7568","5"
"4073","4319","5"
"2106","2183","5"
"1315","1332","5"
"8057","9994","5"
"5560","9517","5"
"2941","4025","5"
"5546","6805","5"
"6622","7209","5"
"1437","2967","5"
"2684","7624","5"
"915","2867","5"
"1475","6447","5"
"366","3493","5"
"3451","3862","5"
"10806","10819","5"
"930","2511","5"
"2717","5922","5"
"8584","8679","5"
"10767","10778","5"
"1677","8190","5"
"2556","5792","5"
"7555","10067","5"
"5431","5439","5"
"2012","6560","5"
"3914","3916","5"
"1074","2867","5"
"6001","6987","5"
"7635","13264","5"
"6950","7110","5"
"253","7526","5"
"270","5681","5"
"8660","12374","5"
"9758","9777","5"
"1598","2570","5"
"3106","4194","5"
"6880","6893","5"
"7682","10234","5"
"5706","5724","5"
"5412","5432","5"
"2857","2910","5"
"2759","6854","5"
"1356","2644","5"
"638","7593","5"
"4969","6889","5"
"4646","4988","5"
"356","1591","5"
"8398","10432","5"
"4084","4329","5"
"959","997","5"
"4607","4614","5"
"3220","5815","5"
"10727","10770","5"
"2425","2500","5"
"5490","6100","5"
"6736","6763","5"
"2684","2927","5"
"141","2223","5"
"1033","9171","5"
"5411","7039","5"
"8317","8871","5"
"9822","10110","5"
"5942","7640","5"
"9057","10271","5"
"930","4011","5"
"5456","5464","5"
"2225","3528","5"
"4969","6870","5"
"5766","5989","5"
"7015","7099","5"
"366","3174","5"
"928","5478","5"
"1381","2942","5"
"11513","11586","5"
"6786","7662","5"
"1747","4827","5"
"2108","5530","5"
"174","8729","5"
"7469","8871","5"
"368","3122","5"
"1977","13620","5"
"4171","5653","5"
"2867","5486","5"
"4156","4158","5"
"1106","1173","5"
"366","746","5"
"763","768","5"
"4359","9761","5"
"1938","1960","5"
"1715","7209","5"
"9223","9282","5"
"184","477","5"
"6180","8257","5"
"4389","10046","5"
"441","2926","5"
"625","3169","5"
"4013","4017","5"
"10685","13404","5"
"5491","5706","5"
"5911","5949","5"
"494","1252","5"
"5533","9522","5"
"8765","9480","5"
"928","5498","5"
"272","3151","5"
"1208","3503","5"
"1747","8128","5"
"730","791","5"
"299","3104","5"
"2035","12906","5"
"6814","6833","5"
"2476","11610","5"
"3590","7662","5"
"3940","3991","5"
"3472","5015","5"
"2408","13492","5"
"2554","2570","5"
"9822","10329","5"
"2586","8895","5"
"3560","4283","5"
"1503","2699","5"
"6030","8735","5"
"2090","2945","5"
"4707","6084","5"
"6833","6872","5"
"5754","7721","5"
"5744","5788","5"
"8851","11276","5"
"7747","10283","5"
"6180","9977","5"
"9421","11225","5"
"3589","10833","5"
"1095","3440","5"
"2323","8590","5"
"4514","8542","5"
"7505","9874","5"
"2482","4283","5"
"1715","10791","5"
"5604","5653","5"
"2970","8010","5"
"4177","8685","5"
"4854","12881","5"
"746","766","5"
"5690","8084","5"
"2068","9500","5"
"10591","13203","5"
"8358","13565","5"
"3220","4247","5"
"9619","9642","5"
"4656","4903","5"
"4209","5100","5"
"2867","5498","5"
"4208","4248","5"
"10731","10798","5"
"1772","7209","5"
"328","1057","5"
"9659","10083","5"
"4674","6889","5"
"602","696","5"
"3806","3849","5"
"3645","4811","5"
"4903","4967","5"
"12545","12565","5"
"83","8684","5"
"10760","10798","5"
"281","6813","5"
"2717","2867","5"
"61","2231","5"
"4911","4933","5"
"376","378","5"
"704","737","5"
"12323","13272","5"
"5016","8194","5"
"4212","4264","5"
"5708","5793","5"
"5708","5775","5"
"4896","6927","5"
"10346","10373","5"
"7768","10349","5"
"760","763","5"
"930","1696","5"
"544","595","5"
"3642","5015","5"
"2905","2911","5"
"2212","2221","5"
"7605","8190","5"
"13638","13654","5"
"798","10308","5"
"4066","4373","5"
"1927","5850","5"
"5579","8209","5"
"1228","1287","5"
"6814","6829","5"
"1288","2754","5"
"1464","4080","5"
"2097","5850","5"
"211","10368","5"
"732","1569","5"
"3589","9258","5"
"1272","1608","5"
"743","795","5"
"1747","8684","5"
"935","5755","5"
"993","1327","5"
"3665","5955","5"
"293","490","5"
"95","3330","5"
"8084","11910","5"
"2065","5533","5"
"901","1432","5"
"8803","9540","5"
"1389","2926","5"
"2926","7220","5"
"1484","2717","5"
"2713","7710","5"
"8679","9282","5"
"6876","8068","5"
"2390","2392","5"
"1482","4016","5"
"7721","10067","5"
"701","734","5"
"6848","6874","5"
"10727","10799","5"
"1613","8158","5"
"9421","10460","5"
"138","2292","5"
"6220","11879","5"
"2886","5766","5"
"9712","11315","5"
"4674","6854","5"
"2710","4285","5"
"628","12600","5"
"2273","2279","5"
"4339","6088","5"
"915","4083","5"
"5867","6382","5"
"901","8190","5"
"391","11784","5"
"5766","5795","5"
"3741","8158","5"
"4674","4942","5"
"42","13296","5"
"1413","4363","5"
"167","9282","5"
"4914","4988","5"
"7007","12057","5"
"2108","2174","5"
"3151","3193","5"
"8158","9069","5"
"5522","9645","5"
"2516","5962","5"
"760","3483","5"
"6745","7602","5"
"3298","11767","5"
"4170","8596","5"
"2478","11746","5"
"5978","5990","5"
"2993","5964","5"
"5869","9050","5"
"95","7820","5"
"2273","2284","5"
"839","899","5"
"7082","7820","5"
"4388","5456","5"
"2489","7076","5"
"5575","9500","5"
"2556","4278","5"
"9924","10104","5"
"5711","9355","5"
"9152","10812","5"
"378","7540","5"
"8165","9063","5"
"3904","3906","5"
"5096","6776","5"
"4497","10541","5"
"7505","10373","5"
"1041","2117","5"
"7593","9480","5"
"4550","7645","5"
"1613","8461","5"
"4969","6047","5"
"614","2489","5"
"6447","10334","5"
"10349","10397","5"
"11304","11329","5"
"7153","7162","5"
"4494","11957","5"
"5544","10371","5"
"2277","4200","5"
"5718","5797","5"
"3544","4316","5"
"4715","6084","5"
"5212","6293","5"
"385","731","5"
"7039","8158","5"
"9331","9359","5"
"9653","12389","5"
"4412","6096","5"
"706","724","5"
"7099","8057","5"
"4611","4700","5"
"5426","5499","5"
"248","650","5"
"497","2336","5"
"10313","10371","5"
"501","4070","5"
"309","313","5"
"928","2717","5"
"959","3120","5"
"953","3214","5"
"2905","2912","5"
"1246","7349","5"
"1020","3894","5"
"1966","8406","5"
"871","4982","5"
"2400","3041","5"
"10806","10900","5"
"10937","11074","5"
"3243","10253","5"
"4674","5706","5"
"2288","3525","5"
"441","8289","5"
"1325","1340","5"
"3177","8411","5"
"130","2467","5"
"7324","7394","5"
"8956","8986","5"
"9994","13296","5"
"5789","7872","5"
"1272","5922","5"
"5111","13296","5"
"5421","5466","5"
"1715","9645","5"
"4854","7744","5"
"9728","9793","5"
"334","362","5"
"928","4309","5"
"121","165","5"
"3590","7868","5"
"4040","4046","5"
"4035","4550","5"
"4675","4903","5"
"4523","5422","5"
"3608","3637","5"
"719","734","5"
"5718","5727","5"
"8446","8556","5"
"9751","9770","5"
"3858","4522","5"
"5278","13620","5"
"779","3631","5"
"4017","4059","5"
"739","3413","5"
"14718","14741","5"
"6526","13848","5"
"1884","2773","5"
"8912","10083","5"
"5696","8194","5"
"2403","3670","5"
"8197","11917","5"
"8158","10352","5"
"12574","12582","5"
"1503","2655","5"
"2225","2272","5"
"221","281","5"
"4053","4353","5"
"210","10591","5"
"1246","4769","5"
"9669","9692","5"
"4496","4650","5"
"4810","9561","5"
"318","12043","5"
"6878","6889","5"
"10310","10719","5"
"4584","5016","5"
"8882","9267","5"
"773","3709","5"
"8017","10833","5"
"4202","10720","5"
"2233","2240","5"
"2185","4514","5"
"1046","3861","5"
"4895","7653","5"
"1911","1999","5"
"174","2841","5"
"3802","9069","5"
"7709","7785","5"
"3077","6036","5"
"2554","2699","5"
"3624","3648","5"
"2234","10128","5"
"3524","11676","5"
"5683","9622","5"
"3414","3436","5"
"10404","10484","5"
"1591","5111","5"
"3208","3385","5"
"4552","6089","5"
"1715","5330","5"
"606","650","5"
"701","752","5"
"2941","5448","5"
"121","173","5"
"1464","4025","5"
"2674","2699","5"
"10439","10548","5"
"1029","1057","5"
"4053","4339","5"
"5592","7508","5"
"3548","3561","5"
"5414","5456","5"
"1051","1057","5"
"7162","10819","5"
"2530","3924","5"
"793","10380","5"
"2886","6020","5"
"2857","5201","5"
"3128","3925","5"
"4150","7608","5"
"438","5964","5"
"6047","6049","5"
"11817","11855","5"
"959","5720","5"
"18","3177","5"
"2945","8260","5"
"950","1619","5"
"2759","4353","5"
"10512","10559","5"
"3820","3848","5"
"6208","10024","5"
"3837","4587","5"
"308","309","5"
"7243","10243","5"
"759","791","5"
"5423","8209","5"
"1677","3093","5"
"3462","11014","5"
"1464","2717","5"
"11729","11730","5"
"3931","3941","5"
"2588","7194","5"
"4069","5460","5"
"4689","6053","5"
"9822","12574","5"
"5007","12323","5"
"2789","4044","5"
"1696","5412","5"
"1389","7505","5"
"5683","9690","5"
"582","11874","5"
"928","4042","5"
"6652","11361","5"
"5771","5787","5"
"1591","7099","5"
"8904","8979","5"
"5966","6878","5"
"1613","7662","5"
"733","759","5"
"5490","5491","5"
"3439","3471","5"
"706","752","5"
"1475","6529","5"
"1677","10346","5"
"5775","5978","5"
"435","859","5"
"2101","7180","5"
"3311","3329","5"
"2335","2437","5"
"2124","2247","5"
"915","4011","5"
"5491","6854","5"
"2669","2672","5"
"2773","6016","5"
"9954","11687","5"
"3278","7866","5"
"6548","7429","5"
"255","293","5"
"12539","12582","5"
"1240","7682","5"
"2108","4689","5"
"5505","5509","5"
"3569","3645","5"
"1500","2184","5"
"1865","4674","5"
"1828","2773","5"
"3589","10350","5"
"10022","10089","5"
"10419","10485","5"
"1747","9385","5"
"2275","4462","5"
"1464","7507","5"
"737","758","5"
"1576","2699","5"
"1822","10767","5"
"2567","2600","5"
"6039","6047","5"
"226","670","5"
"3269","11418","5"
"4088","4090","5"
"5748","10095","5"
"247","3421","5"
"761","1013","5"
"1410","6865","5"
"719","727","5"
"441","7872","5"
"2786","7671","5"
"1014","1247","5"
"9712","11332","5"
"3679","3681","5"
"1616","3015","5"
"7711","10701","5"
"10024","11280","5"
"5668","5819","5"
"1444","4346","5"
"137","9991","5"
"993","2941","5"
"557","5530","5"
"334","6160","5"
"8202","8213","5"
"10079","10080","5"
"940","2754","5"
"3979","4178","5"
"1651","11559","5"
"2146","4420","5"
"1406","1468","5"
"2479","4318","5"
"211","8411","5"
"3523","3535","5"
"8158","8289","5"
"1484","5468","5"
"701","750","5"
"5491","6016","5"
"439","3346","5"
"3974","6036","5"
"5922","5927","5"
"5754","5796","5"
"8961","8963","5"
"2294","6096","5"
"9954","11649","5"
"3439","3479","5"
"3603","3679","5"
"6077","6096","5"
"4502","5356","5"
"1211","5342","5"
"4933","9622","5"
"6777","11883","5"
"368","1053","5"
"4877","8969","5"
"724","755","5"
"3120","5720","5"
"167","9540","5"
"6814","6848","5"
"915","4017","5"
"749","785","5"
"915","4399","5"
"7629","7645","5"
"716","1056","5"
"2773","6039","5"
"1142","3597","5"
"4632","4640","5"
"6833","6848","5"
"3576","6889","5"
"5227","7801","5"
"1747","5116","5"
"309","731","5"
"4080","4346","5"
"7602","7605","5"
"1822","5330","5"
"4223","4274","5"
"1581","2699","5"
"871","10837","5"
"975","1337","5"
"2468","8529","5"
"2857","5423","5"
"3502","3554","5"
"2201","9522","5"
"10716","10778","5"
"266","2573","5"
"2910","2985","5"
"910","940","5"
"2510","2560","5"
"258","2656","5"
"10712","10727","5"
"1608","5793","5"
"2235","2262","5"
"4630","4665","5"
"3920","3998","5"
"3171","4125","5"
"5934","5982","5"
"8006","8562","5"
"4009","4042","5"
"3122","3195","5"
"4316","5456","5"
"5423","5478","5"
"9127","11225","5"
"6394","10261","5"
"7470","8149","5"
"9601","9624","5"
"2103","2176","5"
"10703","10791","5"
"2201","8584","5"
"5789","8353","5"
"628","5116","5"
"2886","8485","5"
"10327","10353","5"
"2231","5522","5"
"5819","8461","5"
"4316","6017","5"
"5734","5771","5"
"2467","13620","5"
"905","1377","5"
"4211","4256","5"
"1853","4321","5"
"1766","4344","5"
"8765","11676","5"
"95","7662","5"
"3315","3597","5"
"2906","8190","5"
"1475","10541","5"
"2626","4143","5"
"1666","2717","5"
"4903","4988","5"
"2728","4665","5"
"1424","2184","5"
"606","3169","5"
"9611","9649","5"
"1038","1056","5"
"910","2992","5"
"8109","8120","5"
"2508","2591","5"
"7661","9540","5"
"9252","11262","5"
"855","8017","5"
"1860","4816","5"
"10802","13365","5"
"2516","5866","5"
"2605","4984","5"
"5204","12328","5"
"6317","10460","5"
"4441","5100","5"
"385","1043","5"
"7679","10017","5"
"1696","2511","5"
"4121","5016","5"
"1454","3078","5"
"709","760","5"
"5466","5479","5"
"3405","3490","5"
"4850","6813","5"
"731","737","5"
"638","9077","5"
"4451","10799","5"
"2655","2699","5"
"10363","10379","5"
"13411","13416","5"
"4092","10548","5"
"11011","11370","5"
"1747","9395","5"
"8904","8958","5"
"2588","6733","5"
"9363","9810","5"
"6904","6936","5"
"4202","5503","5"
"7023","9229","5"
"7602","8158","5"
"2717","4025","5"
"2626","3032","5"
"3133","12298","5"
"205","274","5"
"1371","2939","5"
"1325","7373","5"
"10371","10397","5"
"763","1095","5"
"12553","12582","5"
"119","139","5"
"1398","3681","5"
"1434","4774","5"
"1715","4202","5"
"1084","3959","5"
"1482","1666","5"
"183","356","5"
"10023","10083","5"
"2203","2220","5"
"5990","5996","5"
"1329","7318","5"
